,,Message,Target
Amazon,675,"Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.",0
Amazon,676,Truly awful.,0
Amazon,677,"It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.",1
Amazon,678,The volume for the ringer is REAL good (you have choices how loud).,1
Amazon,679,And none of the tones is acceptable.,0
Amazon,680,camera color balance is AWFUL.,0
Amazon,681,"This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.",0
Amazon,682,I love the ringtones because they are so upbeat!,1
Amazon,683,Chinese Forgeries Abound!.,0
Amazon,684,Easy to pair with my Samsung Cell.,1
Amazon,685,The instructions didn't explain that a microphone jack could be used.,0
Amazon,686,i would advise to not purchase this item it never worked very well.,0
Amazon,687,Too bad you have to pay up to $$$ a month for the service!,0
Amazon,688,Works well.,1
Amazon,689,The nokia CA-42 USB cable did not work with my phone.,0
Amazon,690,Clear crisp sound.,1
Amazon,691,"I have to use the smallest earpieces provided, but it stays on pretty well.",1
Amazon,692,"The biggest complaint I have is, the battery drains superfast.",0
Amazon,693,The design might be ergonomic in theory but I could not stand having these in my ear.,0
Amazon,694,Do NOT buy if you want to use the holster.,0
Amazon,695,The phone can also take great pictures and even video clips.,1
Amazon,696,It doesn't make you look cool.,0
Amazon,697,"Because both ears are occupied, background is not distracting at all.",1
Amazon,698,"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.",1
Amazon,699,"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.",0
Amazon,700,You can't beat the price on these.,1
Amazon,701,"* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!",1
Amazon,702,lightweight and works well.,1
Amazon,703,So just beware.,0
Amazon,704,I love this cable - it allows me to connect any mini-USB device to my PC.,1
Amazon,705,So anyone near you will hear part of your conversation.,0
Amazon,706,This is cool because most cases are just open there allowing the screen to get all scratched up.,1
Amazon,707,I bought this phone as a replacement for my StarTac and have regretted it since.,0
Amazon,708,Appears to actually outperform the original battery from China that came with my V325i.,1
Amazon,709,Can't store anything but phone numbers to SIM.,0
Amazon,710,"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.",0
Amazon,711,Poor quality.,0
Amazon,712,"jabra ear gels ""R"" the best!.",1
Amazon,713,Not worth it.,0
Amazon,714,The phone crashed completely and now I have to get it replaced.,0
Amazon,715,"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.",1
Amazon,716,"Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).",0
Amazon,717,It was a great phone.,1
Amazon,718,if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,0
Amazon,719,"Good value, works fine - power via USB, car, or wall outlet.",1
Amazon,720,My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,1
Amazon,721,This is simply the BEST bluetooth headset for sound quality!,1
Amazon,722,Think it over when you plan to own this one!This sure is the last MOTO phone for me!,0
Amazon,723,"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?",1
Amazon,724,I have always used corded headsets and the freedom from the wireless is very helpful.,1
Amazon,725,"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1
Amazon,726,"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1
Amazon,727,It has everything I need and I couldn't ask for more.,1
Amazon,728,After receiving and using the product for just 2 days it broke.,0
Amazon,729,This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.,1
Amazon,730,None of the three sizes they sent with the headset would stay in my ears.,0
Amazon,731,T-Mobile has the best customer service anywhere.,1
Amazon,732,Arrived quickly and much less expensive than others being sold.,1
Amazon,733,We have tried 2 units and they both failed within 2 months.. Pros,0
Amazon,734,"Provides good protection and looks classy, too.",1
Amazon,735,Krussel Always good.,1
Amazon,736,"The tracfonewebsite is user friendly and makes it easy toactivate, etc.",1
Amazon,737,The design is very good.4.,1
Amazon,738,I great reception all the time.,1
Amazon,739,I would highly recommend this product.,1
Amazon,740,"Couldn't use the unit with sunglasses, not good in Texas!",0
Amazon,741,It dit not work most of the time with my Nokia 5320.,0
Amazon,742,"Bought mainly for the charger, which broke soon after purchasing.",0
Amazon,743,"If you like a loud buzzing to override all your conversations, then this phone is for you!",0
Amazon,744,Fantastic buy and will get again for whatever my next phone is,1
Amazon,745,"stay away from this store, be careful.",0
Amazon,746,This BlueAnt Supertooth hands-free phone speaker is AWESOME.,1
Amazon,747,Does not fit.,0
Amazon,748,.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.,1
Amazon,749,"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.",1
Amazon,750,disappointing.,0
Amazon,751,Blue Ant is easy to use.,1
Amazon,752,Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.,1
Amazon,753,The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0
Amazon,754,Then a few days later the a puff of smoke came out of the phone while in use.,0
Amazon,755,It's very convenient and simple to use - gets job done & makes the car ride so much smoother.,1
Amazon,756,The nano stated it.My son was dissapointed.,0
Amazon,757,The sound quality is excellent as well.,1
Amazon,758,Its the best headset I have used.,1
Amazon,759,Would not reccommend.,0
Amazon,760,They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,1
Amazon,761,Just what I wanted.,1
Amazon,762,This particular model would not work with my Motorola Q smartphone.,0
Amazon,763,wont work right or atleast for me.,0
Amazon,764,in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.,0
Amazon,765,"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0
Amazon,766,"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0
Amazon,767,Great product.,1
Amazon,768,Crisp and Clear.,1
Amazon,769,AFter the first charge kept going dead after 12 minutes.,0
Amazon,770,"VERY cheap plastic, creaks like an old wooden floor.",0
Amazon,771,"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.",0
Amazon,772,The reception has been generally good.,1
Amazon,773,"Excellent sound, battery life and inconspicuous to boot!.",1
Amazon,774,Great bluetooth!.,1
Amazon,775,I highly recommend this case.,1
Amazon,776,WORTHWHILE.,1
Amazon,777,This is a great deal.,1
Amazon,778,"After my phone got to be about a year old, it's been slowly breaking despite much care on my part.",0
Amazon,779,I am sorry I made this purchase.,0
Amazon,780,I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0
Amazon,781,Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,0
Amazon,782,It was horrible!.,0
Amazon,783,I don't think it would hold it too securly on your belt.,0
Amazon,784,This allows the possibility of double booking for the same date and time after the first.,0
Amazon,785,They work about 2 weeks then break.,0
Amazon,786,It is simple to use and I like it.,1
Amazon,787,"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!",1
Amazon,788,I can't use this case because the smell is disgusting.,0
Amazon,789,NOT WHAT I WANTED.,0
Amazon,790,I own 2 of these cases and would order another.,1
Amazon,791,Great Phone.,1
Amazon,792,I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,1
Amazon,793,"The internet access was fine, it the rare instance that it worked.",0
Amazon,794,Perfect for the PS3.,1
Amazon,795,"Five star Plus, plus.",1
Amazon,796,A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,1
Amazon,797,$50 Down the drain.,0
Amazon,798,I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0
Amazon,799,"Good , works fine.",1
Amazon,800,For the price this was a great deal.,1
Amazon,801,"Great price, too!",1
Amazon,802,"If there is a wind, it is completely useless.",0
Amazon,803,Yes it's shiny on front side - and I love it!,1
Amazon,804,Does Not Work.,0
Amazon,805,"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0
Amazon,806,The reception through this headset is excellent.,1
Amazon,807,2 thumbs up to this seller,1
Amazon,808,"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.",1
Amazon,809,Improper description.... I had to return it.,0
Amazon,810,#1 It Works - #2 It is Comfortable.,1
Amazon,811,Battery charge-life is quite long.,1
Amazon,812,The Jabra EarGels fit my ears very well.,1
Amazon,813,Battery has no life.,0
Amazon,814,I checked everywhere and there is no feature for it which is really disappointing.,0
Amazon,815,Product is exactly as described.,1
Amazon,816,Gets a signal when other Verizon phones won't.,1
Amazon,817,Doesn't do the job.,0
Amazon,818,I would recommend it.,1
Amazon,819,Plan on ordering from them again and again.,1
Amazon,820,"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1
Amazon,821,I have been very satisfied with this cell phone from day one.,1
